Nazwa;Cena z podatkiem;Kategoria;Ilość;URL zdjecia;Opis
Ogórki kiszone folia 700 g;4.49;Surówki;30;http://localhost/img/p/mc-ogorki-kiszone-folia-700-g-phglnh.png;"PRODUKT POLSKI>

Surowce do produkcji pochodzą
z własnych upraw.

Produkt otrzymany w wyniku
naturalnej fermentacji mlekowej."
Kapusta biała ważona;5.98;Warzywa świeże;30;http://localhost/img/p/kapusta-biala-wazona-dgqh1q.png;Kapusta biała to warzywo o szerokim zasotosowaniu kulinarnym, które odgrywa szczególną rolę w kuchni polskiej. Spotkać ją bowiem możemy w tradycyjnym bigosie, gołąbkach czy faruszu do pierogów. Kapustę białą możemy spożywać na surowo, duszoną, gotowaną, kiszoną, a nawet smażoną. Znana ludzkości już w czasach starożytnego Rzymu, kiedy uważano ją za roślinę o dietetycznych i leczniczych właściwościach.
Bakłażan ważony;4.55;Warzywa świeże;30;http://localhost/img/p/baklazan-wazony-kmvbof.png;Bakłażan pochodzi z Indii, ale obecnie uprawiany jest w wielu krajach. Można go spożywać w wersji plastrów bakłażana z grilla (np. z serem feta), szaszłyków, ale także jako dodatek do gulaszu czy w postaci pasty na kanapki, do makaronów lub do naleśników. Warto docenić smak bakłażana, ponieważ jego regularne spożywanie wspomaga prawidłowe funkcjonowanie naszego organizmu oraz zapobiega chorobom. Jest źródłem bardzo silnego antyoksydantu, którego działanie nie tylko chroni przed starzeniem się organizmu oraz zmniejsza ryzyko chorób nowotworowych, ale także może je leczyć. Udowodniono bowiem, że nasunin redukuje rozrost nowych naczyń krwionośnych nowotworu. Najwięcej tego związku występuję w skórce, dlatego nie należy jej usuwać. Jest źródłem głównie witamin z grupy B, potasu, magnezu, fosforu oraz cynku, niezbędnych w prawidłowym funkcjonowaniu układu nerwowego, układu krążenia, pracy mięśni, budowy kości oraz pracy tarczycy. Zawiera sporo błonnika pokarmowego, który reguluję pracę przewodu pokarmowego, zapobiegając i lecząc zaparcia, wypełnia żołądek, a do tego reguluje tempo wzrostu glukozy we krwi, dzięki czemu uczucie sytości po posiłku pozostaje na dłuższy czas. Błonnik pokarmowy obecny w bakłażanie pomaga również w redukcji cholesterolu we krwi oraz oczyszcza organizm z pozostałości przemiany materii.
Charsznicka kapusta kiszona 600 g;9.99;Surówki;30;http://localhost/img/p/charsznicka-kapusta-kiszona-600-g-vov462.png;Do produkcji naszej kapusty kiszonej używamy wyłącznie warzyw pochodzących z certyfikowanych gospodarstw ekologicznych. Tradycyjny proces produkcji gwarantuje zachowanie najwyższej jakości. Produkt nie jest pasteryzowany, nie zawiera żadnych konserwantów, regulatorów kwa­so­wości ani przeciwutleniaczy. Każde opakowanie wyposażone jest w wentyl, dzięki któremu odprowadzane są naturalne gazy, powstające w procesie fermentacji.
Ananas ważony;9.67;Owoce świeże;30;http://localhost/img/p/ananas-wazony-6pmrl4.png;Słodki, soczysty i bardzo aromatyczny owoc. Pochodzi z tropikalnej części Ameryki Południowej, obecnie jest uprawiany w w Chinach, Tajlandii, USA, Meksyku, na Filipinach i w Afryce Południowej. Do Europy został przewieziony z Gwadelupa przez Krzysztofa Kolumba.
Kalarepa sztuka;2.49;Warzywa świeże;30;http://localhost/img/p/kalarepa-sztuka-g56gmg.png;"Kalarepa to smaczne warzywo cenione głównie za swoje walory dietetyczne i wyjątkowy smak.
Jest delikatna w smaku, lekko słodkawa, a jednocześnie pikantna.
Kalarepa jest niskokaloryczna i zawiera dużo błonnika pokarmowego, co sprawia,
że warzywo to jest polecane osobom będącym na diecie.
Najlepsze w smaku okazy kupuje się wiosną i spożywa zazwyczaj na surowo lub w surówkach,
natomiast późniejsze odmiany (twardsze) najlepiej podawać na ciepło - dusić, piec, zapiekać lub dodawać do zup.
"
PAPRYKA MIX 3 SZTUKI;8.49;Warzywa świeże;30;http://localhost/img/p/natureza-papryka-mix-3-sztuki-eo4qqq.png;"papryka czerwona, papryka zielona, papryka żółta.

Oznakowanie alergenów: wielkimi literami"
OGÓREK DŁUGI SZTUKA;3.49;Warzywa świeże;30;http://localhost/img/p/ogorek-dlugi-sztuka-ts7lcr.png;Świeży, smaczny, soczysty ogórek - o szerokim zastosowaniu kulinarnym.
Simply Jabłka z polskich sadów 1 kg;2.99;Owoce świeże;30;http://localhost/img/p/simply-jablka-z-polskich-sadow-1-kg-j114k4.png;" 
        Simply
    

        Odmiana: Red PrinceKaliber: 65-75 mmKlasa: I}
    

Produkt polski


        Jabłko.
    
"
Mandarynka siatka 1kg;8.99;Owoce świeże;30;http://localhost/img/p/mandarynka-siatka-1kg-8e23pv.png;"Mandarynka 100%.

Oznakowanie alergenów: wielkimi literami"
"Ziemniaki do zup i sałatek ""Jakość z Natury Carrefour"" 1,5 kg";6.99;Warzywa świeże;30;http://localhost/img/p/ziemniaki-do-zup-i-salatek-jakosc-z-natury-carrefour-15-kg-cm8nk3.png;"- smaczne odmiany typu A ""sałatkowe"" - uprawiane w wybranych gospodarstwach Niziny Błońskiej - bezpieczne dzięki kontroli jakości ""od pola do talerza"""
Jarmuż myty 150 g;4.49;Warzywa świeże;30;http://localhost/img/p/jarmuz-myty-150-g-tlsile.png;Jarmuż cięty, myty, gotowy do spożycia.
Simply Marchew z polskich upraw 1 kg;3.99;Warzywa świeże;30;http://localhost/img/p/simply-marchew-z-polskich-upraw-1-kg-f4k1qg.png;" 
        Simply
    

Produkt polski


        Marchew.
    
"
PAPRYKA RAMIRO CZERWONA 200 g;5.99;Warzywa świeże;30;http://localhost/img/p/papryka-ramiro-tacka-200-g-38gh92.png;Odmiana Ramiro to spiczasta, słodka papryka pozbawiona pestek.
BIO dynia hokkaido szt.;7.99;Warzywa świeże;30;http://localhost/img/p/bio-dynia-hokkaido-szt-hmhnui.png;Dynia to produkt sezonowy o szerokim zastosowaniu kulinarnym, ciekawych walorach smakowych i wysokiej wartości odżywczej. W dyni możemy znaleźć wiele cennych witamin i składników mineralnych, w skład których wchodzi: witamina A, B1, B2, B3, C, beta-karoten, wapń, potas, magnez, fosfor i żelazo, mangan, selen i cynk. Dodatkowo pestki dyni to znakomite źródło nienasyconych kwasów tłuszczowych i związków z grupy fitosteroli.
Jabłka Grójeckie Jonaprince - tacka 4 sztuki;4.99;Owoce świeże;30;http://localhost/img/p/jablka-grojeckie-jonaprince---tacka-4-sztuki-de67d0.png;Smaczny owoc idealnie nadający się na przekąskę. Są​ doskonałe​ ​na surowo. ​Dzięki​ ​ kwaskowej​ nucie​ są wyraziste​ w smaku​. Najczęściej wykorzystywane​ ​w​ ​przetworach​, ale​ ​ także​ ​wybornie też​ ​smakują​ ​jako​ ​dodatek​ ​do​ kaczki. Jabłka zapakowane po 4 sztuki na tacce.
Jabłka Grójeckie Golden Delicious - tacka 4 sztuki;4.99;Owoce świeże;30;http://localhost/img/p/jablka-grojeckie-golden-delicious---tacka-4-sztuki-tte36n.png;"Smaczny owoc idealnie nadający się na przekąskę.
Nadają się do przetworów ​(dżemy, marmolady ​i​ ​musy).​ ​Świetne​ ​na​ ​soki​ ​i kompoty.​ ​Można​ ​je​ ​piec​ ​i​ ​wykorzystywać​ jako​ ​dodatek​ do​ ​mięs​ ​i​ ​ciast​ ​takich​ ​jak​ ​szarlotki, strudle​ ​i​ ​drożdżówki. Jabłka zapakowane po 4 sztuki na tacce."
"SAŁATA RZYMSKA ""MINI""";4.99;Sałaty świeże, kiełki;30;http://localhost/img/p/salata-rzymska-mini-3v3eed.png;Do diety warto włączyć także sałatę rzymską mini, mniejszą wersje sałaty rzymskiej, o mięsistych i chrupiących liściach. Jej smakiem możemy cieszyć się przez dłuższy czas czasu ponieważ jest bardzo trwała. Jest smaczna zarówno na surowo jak i po przetworzeniu. Polecamy smażoną z czosnkiem i posypaną parmezanem.
BIO marchew 500 g;4.99;Warzywa świeże;30;http://localhost/img/p/bio-marchew-500-g-5i04oe.png;Znana była już w Starożytności, lecz nie miała wtedy znaczenia jako warzywo, gdyż jej smak bardzo różnił się – na niekorzyść – od smaku dzisiejszej marchwi. Dopiero w XVI wieku, gdy wyhodowano odmianę o jędrnym korzeniu i o słodkawym smaku, została wprowadzona do kuchni. Obecnie znana jest i wykorzystywana chyba we wszystkich kuchniach świata. Marchew zawiera witaminy B, C, D, E, K i beta- karoten oraz takie minerały jak wapń, żelazo, fosfor, chrom, magnez, potas, sód, jod, krzem, chlor i siarka. Poprawia zdolność widzenia w ciemnościach i dba o oczy. Jest doskonała na problemy ze skórą. Łagodzi stany zapalne błon śluzowych jelit i dróg oddechowych. Oczyszcza i tonizuje wątrobę. Pomaga przy leczeniu owrzodzenia i stanów zapalnych żołądka oraz jelit. Poprawia witalność i wigor. Poprawia jakość mleka z piersi i dba o zdrowie kobiet w ciąży. Jest doskonała dla dorastających dzieci.
Papryka pomarańczowa ważona;4.5;Warzywa świeże;30;http://localhost/img/p/papryka-pomaranczowa-wazona-j8rsgg.png;Jedna z kolorystycznych odmian papryki o wyjątkowo słodkim smaku i szerokim zastosowaniu kulinarnym. Można dodawać ją do sałatek, zup, jako dodatek do mięs, sosów czy kanapek. Duże pole do popisu dają także możliwości jej przyrządzenia. Możemy ją lekko poddusić, upiec, usmażyć czy spożywać na surowo. Każdorazowo smakuje tak samo dobrze.
Melon Galia ważony;14.66;Owoce świeże;30;http://localhost/img/p/melon-galia-wazony-ukgmhu.png;Najpopularniejszy wśród melonów. Jego skórka jest żółto - brązowa, pokryta jasnym siateczkowatym wzorem. Miąższ od koloru białawego do kremowo - żółtego. Smakiem przypomina połączenie ogórka i miodu. Wraz z arbuzem, ogórkiem, dynią i cukinią, melon tworzy rodzinę jednorocznych roślin dyniowatych. Dojrzałe i słodkie melony zazwyczaj jada się w naturalnej postaci, pokrojone na ćwiartki i w kostkę. Melony dodaje się do sałatek, kompotów i deserów, robi się z nich lody, sorbety i zupy na zimno, przyrządza dżemy oraz cztneje (gęste, ostre sosy). Niektóre gatunki można też marynować i dusić. Przecier z miąższu melona jest znakomitym dodatkiem do gęstych drinków i ponczów owocowych.. Kawałki melona z cieniutkimi plastrami szynki parmeńskiej to jedna z najbardziej znanych przystawek na świecie.
Kapusta kiszona folia 500g;2.49;Surówki;30;http://localhost/img/p/mc-kapusta-kiszona-500-g-aeqprp.png;"PRODUKT POLSKI.

Surowce do produkcji pochodzą 
z własnych upraw.

Produkt otrzymany w wyniku 
naturalnej fermentacji 
mlekowej."
Mięta ogrodowa świeża;5.99;Zioła;30;http://localhost/img/p/mieta-ogrodowa-swieza-t8estr.png;-Produkt Polski -Produkcja bez pestycydów
"Gruszka  ""Jakość z Natury Carrefour"", tacka 4 sztuki";6.99;Owoce świeże;30;http://localhost/img/p/gruszka-jakosc-z-natury-carrefour-tacka-4-sztuki-81nvse.png;"Gruszki ""Jakość z Natury Carrefour"" uprawiane są na terenach z długoletnią tradycją sadownictwa
w okolicach Grójca przez wybranego producenta, z którym współpracujemy od 1997 r.
Dzięki naturalnym metodom walki ze szkodnikami oraz stałej obserwacji sadów, środki fitosanitarne
w uprawie są wyeliminowane lub zmniejszone do minimum.
Gruszki Jakość z Natury Carrefour wyróżniają się od innych delikatnym, słodkim i soczystym miąższem
oraz kontrolowaną uprawą bez stosowania zabiegów fitosanitarnych po zbiorach.
"
Jabłka Luz;1.75;Owoce świeże;30;http://localhost/img/p/jablka-ee-34hmt6.png;Na świecie możemy wyróżnić prawie 10 tysięcy odmian jabłek. W zależności od gatunku, owoce te różnią się od siebie kolorem, kształtem, miękkością i smakiem. Jabłka mają wiele cennych właściwości. Zawierają witaminy: C, A, B1, B2, PP i B3, mikro- i makroelementy takiej jak: potas, wapń, magnez, krzem, żelazo, siarkę, miedź i cynk.
"Jabłka ""Jakość z Natury Carrefour"",  tacka 6 szt.";5.99;Owoce świeże;30;http://localhost/img/p/jablka-delcorf-jakosc-z-natury-carrefour-tacka-6-szt-bt3ldc.png;"Uprawiane są na terenie z długoletnią tradycją sadownictwa - w okolicach Grójca. Dzięki naturalnym metodom walki ze szkodnikami oraz stałej obserwacji sadów, środki fitosanitarne w uprawie są wyeliminowane lub zmniejszone do minimum. Jabłka ""Jakość z Natury Carrefour"" zbierane są w pełni dojrzałości dla uzyskania najlepszego smaku. Produkt jest zapakowany w wygodne, 6-sztukowe opakowanie."
Orzechy włoskie 400 g;23.99;Orzechy, migdały, fistaszki;30;http://localhost/img/p/orzechy-wloskie-400-g-d4apa4.png;- Wysoka zawartość błonnika pokarmowego.
Czosnek ząbki 100 g;3.49;Warzywa świeże;30;http://localhost/img/p/czosnek-zabki-100-g-e0vg79.png;"czosnek ząbki 100%.

Oznakowanie alergenów: wielkimi literami"
Melon Cantaloupa ważony;15.9;Owoce świeże;30;http://localhost/img/p/melon-cantaloupa-wazony-dp91ph.png;Melon Cantalupe ma charakterystyczną kremowo - zielonkawą skórką pokryta jasnymi podłużnymi pasami biegnącymi od góry do dołu owocu. Jest owalnego kształtu. W smaku słodki, aromatyczny. Wraz z arbuzem, ogórkiem, dynią i cukinią, melon tworzy rodzinę jednorocznych roślin dyniowatych. Dojrzałe i słodkie melony zazwyczaj jada się w naturalnej postaci, pokrojone na ćwiartki i w kostkę. Melony dodaje się do sałatek, kompotów i deserów, robi się z nich lody, sorbety i zupy na zimno, przyrządza dżemy oraz cztneje (gęste, ostre sosy). Niektóre gatunki można też marynować i dusić. Przecier z miąższu melona jest znakomitym dodatkiem do gęstych drinków i ponczów owocowych. Kawałki melona z cieniutkimi plastrami szynki parmeńskiej to jedna z najbardziej znanych przystawek na świecie.
Sałata lodowa sztuka;4.99;Sałaty świeże, kiełki;30;http://localhost/img/p/salata-lodowa-sztuka-u8fe1i.png;Świeża, krucha sałata lodowa idealna do sałatek i surówek.
Kapusta kiszona wiaderko 1kg;4.99;Surówki;30;http://localhost/img/p/mc-kapusta-kiszona-wiaderko-1-kg-j65ubs.png;PRODUKT POLSKI. Surowce do produkcji pochodzą z własnych upraw. Produkt otrzymany w wyniku naturalnej fermentacji mlekowej.
Sharon kaki sztuka;3.99;Owoce świeże;30;http://localhost/img/p/sharon-kaki-sztuka-edgsfc.png;"Owoce, których smak i konsystencję można określić jako ""pomiędzy morelą i pomidorem"". Dojrzałe owoce posiadają żółto-pomarańczową skórkę, z ewentualnie z zielonym przebarwieniem przy kielichu. Ich miąższ jest miękki, szklisty, słodki i soczysty. Można spożywać je na surowo lub w formie gotowanej, kandyzowanej , przerobionej na dżemy, galaretki, czy lody."
"Jabłka ""Jakość z Natury Carrefour"", tacka 4 szt.";4.99;Owoce świeże;30;http://localhost/img/p/jablka-jakosc-z-natury-carrefour-tacka-4-szt--5mvi74.png;"Uprawiane są na terenie z długoletnią tradycją sadownictwa - w okolicach Grójca. Dzięki naturalnym metodom walki ze szkodnikami oraz stałej obserwacji sadów, środki fitosanitarne w uprawie są wyeliminowane lub zmniejszone do minimum. Jabłka ""Jakość z Natury Carrefour"" zbierane są w pełni dojrzałości dla uzyskania najlepszego smaku. Produkt zapakowany jest w wygodne, 4-sztukowe opakowanie."
KRESTO Orzechy włoskie 200 g;18.39;Orzechy, migdały, fistaszki;30;http://localhost/img/p/kresto-orzechy-wloskie-200-g-sksh3e.png;" 
        KRESTO
    

        Orzechy włoskie.
    
"
JzN Czosnek 3 szt.;5.99;Warzywa świeże;30;http://localhost/img/p/jzn-czosnek-3-szt--34gh3f.png;Czosnek ze względu na swój intensywny smak jest doskonałym dodatkiem do wielu potraw.
Rodzynki Sułtańskie 400 g;7.69;Owoce suszone kandyzowane;30;http://localhost/img/p/rodzynki-sultanskie-400-g-ecdjss.png;- Źródło błonnika pokarmowego.
Bakalland Rodzynki sułtańskie 500 g;14.59;Owoce suszone kandyzowane;30;http://localhost/img/p/bakalland-rodzynki-sultanskie-500-g-vf7mfb.png;" 
        Bakalland
    

        Rodzynki Bakalland powstają z dorodnych, dobrze wysuszonych winogron. Rodzynki to źródło witaminy B6 i manganu. Bogate są również w miedź i potas, który korzystnie wpływa na układ nerwowy. Choć zazwyczaj są stosowane jako dodatek do wypieków i deserów, coraz częściej, zarówno dzieci jak i dorosłych, stanowią także pożywną przekąskę w ciągu dnia.}
    

naturalne źródło żelaza, potasu i witaminy B6
Dobra i Polska firma


        Rodzynki sułtańskie
    
"
Sałata karbowana czerwona sztuka;3.89;Sałaty świeże, kiełki;30;http://localhost/img/p/salata-karbowana-czerwona-sztuka-7fh4ju.png;Ma delikatny, lekko orzechowy smak i przetrwa w lodówce nawet przez tydzień.
Migdały 400 g;21.99;Orzechy, migdały, fistaszki;30;http://localhost/img/p/migdaly-400-g-oe4ue3.png;- źródło błonnika pokarmowego
Dynia ważona;12.48;Warzywa świeże;30;http://localhost/img/p/dynia-wazona-nlctjl.png;Dynia to produkt sezonowy o szerokim zastosowaniu kulinarnym, ciekawych walorach smakowych i wysokiej wartości odżywczej. W dyni możemy znaleźć wiele cennych witamin i składników mineralnych, w skład których wchodzi: witamina A, B1, B2, B3, C, beta-karoten, wapń, potas, magnez, fosfor i żelazo, mangan, selen i cynk. Dodatkowo pestki dyni to znakomite źródło nienasyconych kwasów tłuszczowych i związków z grupy fitosteroli.
Kapusta kiszona z marchewką wiaderko 1kg;4.99;Surówki;30;http://localhost/img/p/mc-kapusta-kiszona-z-march-wiad-1kg-64ovdu.png;Surowce do produkcji pochodzą z własnych upraw. Produkt otrzymany w wyniku naturalnej fermentacji mlekowej.
Pomidory cherry MIX 500 g;11.99;Warzywa świeże;30;http://localhost/img/p/pomidory-cherry-mix-500-g-u8c8ij.png;Wyjątkowo słodka odmiana pomidora cherry o drobnych, soczystych i nieco wydłużonych owocach. Małe pomidorki daktylowe sprawdzą się idealnie jako dodatek do sałatek, tart, przekąsek lub jako subtelna ozdoba talerza.
Pietruszka świeża;5.69;Zioła;30;http://localhost/img/p/pietruszka-swieza-5vo3f3.png;-Produkt Polski -Produkcja bez pestycydów
KRESTO Rodzynki 200 g;6.69;Owoce suszone kandyzowane;30;http://localhost/img/p/kresto-rodzynki-200-g-dv9mv4.png;" 
        KRESTO
    

        Nadające się do recyklingu
    

        Rodzynki.
    
"
Szczypiorek świeży;5.49;Zioła;30;http://localhost/img/p/szczypiorek-swiezy-9om84t.png;-Produkt Polski -Produkcja bez pestycydów
Banany BIO;7.99;Owoce świeże;30;http://localhost/img/p/banany-bio-wazone-opakowanie-1f6fdi.png;Produkt pochodzący z certyfikowanych upraw ekologicznych.
GOH Kiełki słonecznika 50 g;4.49;Sałaty świeże, kiełki;30;http://localhost/img/p/kielki-slonecznika-50-g-nic4bc.png;"Zdrowie - kiełki słonecznika zawierają dużą ilość wapnia i fosforu.
Dostarczają tym samym organizmowi substancje mineralne wzmacniające kości i zęby.
Posiadają również żelazo, które stanowi niezbędny element w procesie krwiotwórczym.
Bogate są w magnez i potas oraz w mniejszym stopniu w miedź i cynk. Szczególnie cennym elementem jest witamina D,
bardzo rzadko występująca w warzywach. Smak - kiełki słonecznika posiadają bardzo wyrazisty smak, lekko orzechowy.
Świetnie komponują się z sałatkami i kanapkami. Mogą być także wykorzystywane do przybrania dań, dzięki ciekawemu wyglądowi.
"
Bakalland Żurawina suszona 400 g;23.39;Owoce suszone kandyzowane;30;http://localhost/img/p/bakalland-zurawina-suszona-400-g-ang4kk.png;" 
        Bakalland
    

        Żurawina Bakalland to przede wszystkim całe, dorodne owoce. Jest to idealna alternatywa dla niezdrowych przekąsek oraz atrakcyjny zamiennik słodyczy dla najmłodszych. Żurawina jest również świetnym dodatkiem do wypieków, dań wytrawnych i sałatek.}
    

naturalne źródło błonnika pokarmowego
dobra i polska firma


        Żurawina słodzona, suszona, całe owoce
    
"
Papryczka sweet bite 200 g;6.99;Warzywa świeże;30;http://localhost/img/p/papryczka-sweet-bite-200-g-8t085t.png;"Papryka sweet bite to odmiana słodkiej papryki jest niezwykle chrupiąca i słodka.
Papryka to nie tylko przyprawa, ale także afrodyzjak. Za ojczyznę papryki uważa się Kolumbię, stamtąd uprawę rozszerzono na inne rejony świata. W Europie paprykę spopularyzowali Węgrzy."
Arbuz mini ważony;25.97;Owoce świeże;30;http://localhost/img/p/arbuz-mini-wazony-h6q7lo.png;Arbuz (nazywany kawonem) pochodzi z Afryki Południowej, gdzie nadal rośnie dziko, a jako gatunek uprawny został rozprzestrzeniony w wielu innych regionach świata charakteryzujących się ciepłym klimatem. W 92% składa się z wody i zawiera niewielką ilość witamin i składników mineralnych. Jednak arbuzy ceni się za inne właściwości m.in. dużą zawartość przeciwutleniaczy, które opóźniają proces starzenia i hamują rozwój komórek nowotworowych. Sezon na te owoce zaczyna się w maju i trwa do połowy września. Arbuz mini ma charakterystyczny kulisty kształt i jak sama nazwa mówi jest miniaturową formą swojego standardowego odpowiednika. Jest delikatniejszy i słodszy w smaku, a jego skórka jest zdecydowanie cieńsza. Idealny jako przekąska na gorące dni. Nadaje się także do deserów, sorbetów i sałatek.
Siemię lniane 200g;3.39;Pestki, ziarna i nasiona;30;http://localhost/img/p/siemie-lniane-200g-radh7g.png;Siemię lniane bogate w wartości odżywcze idealnie urozmaici każdą dietę.
